"N.Registro";"Tipo";"Categoría";"Especialidades";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Email";"web";"Q Calidad";"Central Reservas";"Plazas";"GPS.Longitud";"GPS.Latitud";"accesible a personas con discapacidad";
"34/000122";"Pensión";"Categoría única";"";"EL CARRO";"SUBIDA BODEGAS, S/N.";"34450";"Palencia";"Astudillo";"ASTUDILLO";"ASTUDILLO";"979822002";"";"";"";"";"";"";"7";"";"";"";
"34/000125";"Hostal Residencia";"1ª - 1 Estrella";"";"HOSPEDERIA ALBE";"Calle ESTEBAN COLLANTES, 21";"34120";"Palencia";"Carrión de los Condes";"CARRION DE LOS CONDES";"CARRION DE LOS CONDES";"979880913";"979880246";"";"hostalalbe@hotmail.com";"";"";"";"14";"";"";"";
"34/000175";"Hotel";"4ª - 4 Estrellas";"";"PARADOR  DE CERVERA DE PISUERGA";"Carretera CTRA. DE RESOBA, KM.2,5";"34840";"Palencia";"Cervera de Pisuerga";"CERVERA DE PISUERGA";"CERVERA DE PISUERGA";"979870075";"915166666";"";"cervera@parador.es";"www.parador.es";"Si";"";"160";"-4,521446";"42,872209";"Si";
"37/000001";"Hotel";"3ª - 3 Estrellas";"";"COLON";"COLON, 46";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"923400650";"";"";"reservas@hotelcolonbejar.com";"www.hotelcolonbejar.com";"";"";"140";"-5,765706";"40,385422";"";
"37/000002";"Hotel";"3ª - 3 Estrellas";"";"SERCOTEL LAS TORRES";"Calle CONCEJO 4";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923212100";"923212101";"";"direccion@hotelsecotellastorres.com";"www.hotelsercotellastorres.com";"";"";"90";"";"";"";
"37/000010";"Hostal";"1ª - 1 Estrella";"";"PUERTO";"Carretera CTRA.N.630,-a,  KM.423";"37720";"Salamanca";"Puerto de Béjar";"PUERTO DE BEJAR";"PUERTO DE BEJAR";"923/414102";"";"";"rpbejar@interbook.nethostal@turismopuerto.com";"";"";"";"22";"-5,842874";"40,348468";"";
"37/000014";"Pensión";"Categoría única";"";"SALAMANCA";"Calle MELENDEZ 1  2º";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923214333";"";"";"info@pensionsalamanca.com";"www.pensionsalamanca.com";"";"";"15";"";"";"";
"37/000016";"Pensión";"Categoría única";"";"LA VENANCIA";"Plaza DEL MERCADO 12  BAJO";"37100";"Salamanca";"Ledesma";"LEDESMA";"LEDESMA";"923570540";"";"";"";"";"";"";"14";"-6,00283";"41,088489";"";
"37/000021";"Pensión";"Categoría única";"";"ORTEGA";"Calle DE LA FUENTONA 8";"37200";"Salamanca";"Fuente de San Esteban (La)";"FUENTE DE SAN ESTEBAN (LA)";"FUENTE DE SAN ESTEBAN (LA)";"923440031";"";"";"";"";"";"";"15";"";"";"";
"37/000032";"Pensión";"Categoría única";"";"EUROPA";"ERAS, 3-1º IZDA.";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923221844";"";"";"";"";"";"";"13";"-5,65951";"40,969588";"";
"37/000042";"Hostal Residencia";"1ª - 1 Estrella";"";"PEÑA DE FRANCIA";"Calle SAN PABLO, 96";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923216687";"";"";"";"";"";"";"19";"";"";"";
"37/000045";"Hostal Residencia";"1ª - 1 Estrella";"";"TORMES";"Calle RUA MAYOR 20  1º D";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"670248736";"";"";"";"";"";"";"18";"";"";"";
"37/000048";"Hotel";"4ª - 4 Estrellas";"";"REGIO";"Carretera CTRA. DE MADRID, KM. 4";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"SANTA MARTA DE TORMES";"923138888";"";"";"recepcion@hotelregio.com";"www.hotelregio.com";"";"";"224";"-5,6539083";"40,9515359";"Si";
"37/000049";"Pensión";"Categoría única";"";"LOS ANGELES PLAZA";"PLAZA MAYOR, 10-2º Y 3º";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923218166";"";"";"";"";"";"";"28";"";"";"";
"37/000051";"Hostal";"1ª - 1 Estrella";"";"MONTSERRAT";"Paseo DE LA ESTACIÓN 2";"37300";"Salamanca";"Peñaranda de Bracamonte";"PEÑARANDA DE BRACAMONTE";"PEÑARANDA DE BRACAMONTE";"923540808";"697972885";"";"redesmontserrat@gmail.com";"";"";"";"15";"-5,2036111";"40,9002778";"";
"37/000053";"Hotel Residencia";"2ª - 2 Estrellas";"";"CONDAL";"Plaza PZA. SANTA EULALIA, 3-5";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923218400";"";"";"reservas@hotelcondal.com";"www.hotelcondal.com";"";"";"129";"";"";"";
"37/000054";"Hostal";"1ª - 1 Estrella";"";"AMERICA";"LA GUIA, S/N";"37800";"Salamanca";"Alba de Tormes";"ALBA DE TORMES";"ALBA DE TORMES";"923300071";"635568467";"";"";"";"";"";"52";"";"";"";
"37/000056";"Hostal Residencia";"1ª - 1 Estrella";"";"HOSTAL MIRAT";"Avenida DE MIRAT 15  1º";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923177163";"";"";"mirat@gaiarooms.com";"GAIAROOMS.COM";"";"";"12";"-5,6602778";"40,9691667";"";
"37/000058";"Pensión";"Categoría única";"";"ROOMIN HOSTEL";"Calle CRISTO DE LOS MILAGROS 6  4º";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"628924622";"";"";"roominhostel@gmail.com";"www.roominhostel.com";"";"";"26";"";"";"";
"37/000059";"Hostal Residencia";"2ª - 2 Estrellas";"";"URIA";"C/ GARCIA MORENO, 1, 1º";"37006";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923222525";"609787550";"";"reservas@hostaluria.es";"www.hostaluria.es";"";"";"17";"";"";"";
"37/000067";"Hostal Residencia";"2ª - 2 Estrellas";"";"MINDANAO";"Paseo DE SAN VICENTE 2";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923100114";"661345735";"";"reservas@hostalmindanao.com";"www.hostalmindanao.com";"";"";"61";"-5,6693333";"40,9668972";"";
"37/000070";"Hotel Residencia";"1ª - 1 Estrella";"";"GABRIEL Y GALAN";"Plaza GABRIEL Y GALAN 3-5";"37005";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923221316";"";"";"hotelurbanogabrielygalan@gmail.com";"www.hotelgabrielygalan.es";"";"";"50";"";"";"";
"37/000071";"Hotel";"3ª - 3 Estrellas";"";"BALNEARIO DE BABILAFUENTE";"PARAJE DE FUENTE VIEJA, 1";"37330";"Salamanca";"Babilafuente";"BABILAFUENTE";"BABILAFUENTE";"923360685";"618347685";"";"director@balneariodebabilafuente.com";"www.balneariodebabilafuente.com";"";"";"44";"-5,457204";"40,994588";"Si";
"37/000074";"Pensión";"Categoría única";"";"PARIS";"Calle TORO 10";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923/482349";"";"";"";"";"";"";"7";"";"";"";
"37/000077";"Hotel";"3ª - 3 Estrellas";"";"LAS BATUECAS";"AVDA.DE LAS BATUECAS, Nº 6";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"ALBERCA (LA)";"923415188";"";"";"info@hotelasbatuecas.com";"www.hotelasbatuecas.com";"";"";"73";"";"";"Si";
"37/000079";"Hostal";"1ª - 1 Estrella";"";"EL CASERON";"Calle DR. TORRES VILLARROEL 2";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"SANTA MARTA DE TORMES";"923200040";"629783001";"633066119";"hostalcaseron@hotmail.com";"www.elcaseron.es";"";"";"13";"";"";"";
"37/000080";"Pensión";"Categoría única";"";"ESTEFANIA";"JESUS, 3-5";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923217372";"620909072";"";"";"www.pensionestefania.es";"";"";"17";"";"";"";
"37/000081";"Pensión";"Categoría única";"";"EL PARAISO";"Calle J. CABALLERO 10";"37250";"Salamanca";"Aldeadávila de la Ribera";"ALDEADAVILA DE LA RIBERA";"ALDEADAVILA DE LA RIBERA";"923505039";"";"";"";"";"";"";"15";"";"";"";
"37/000082";"Pensión";"Categoría única";"";"VERONICA";"NUEVA DE SAN BERNARDO, 9-3º IZDA.";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923/263662";"";"";"";"";"";"";"8";"-5,669795";"40,967264";"";
"37/000084";"Hotel";"3ª - 3 Estrellas";"";"EMPERATRIZ";"Calle COMPAÑIA, 44";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923219200";"";"";"";"www.emperatrizhotel.com";"";"";"111";"";"";"Si";
"37/000087";"Hostal";"1ª - 1 Estrella";"";"LA VIÑA";"C/ SAN ROQUE, 19, BAJO";"37210";"Salamanca";"Vitigudino";"VITIGUDINO";"VITIGUDINO";"923500042";"";"";"";"www.lavinavitigudino.com";"";"";"86";"";"";"";
"37/000088";"Hotel";"2ª - 2 Estrellas";"";"HOTEL NUEVO LORENZO";"Avenida AVDA. SAAVEDRA Y FAJARDO 96";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923496905";"";"";"fenixsalamanca@yahoo.es";"www.hotelfenixsalamanca.es";"";"";"42";"-5,67002";"40,947011";"";
"37/000089";"Hotel Residencia";"1ª - 1 Estrella";"";"CASTELLANO";"AVDA.  PORTUGAL, 29";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923228516";"";"";"";"";"";"";"41";"-5,656098";"40,970659";"";
"37/000090";"Hotel";"2ª - 2 Estrellas";"";"CUATRO CALZADAS";"Carretera CTRA. SALAMANCA-CACERES, KM. 17";"37893";"Salamanca";"Martinamor";"MARTINAMOR";"MARTINAMOR";"923308236";"923308311";"";"hotel4calzadas@terra.es";"";"";"";"44";"";"";"";
"37/000091";"Hotel";"1ª - 1 estrella";"";"LA LLAVE DEL CAMPO";"Carretera SALAMANCA 141";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"659895338";"";"";"rubenigza66@gmail.com";"";"";"";"24";"-6,5236655";"40,6083079";"";
"37/000096";"Hostal Residencia";"2ª - 2 Estrellas";"";"CONDE DAVID";"Avenida AVDA. ITALIA, 60-62";"37006";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923240623";"690951181";"";"";"";"";"";"37";"";"";"Si";
"37/000098";"Hostal Residencia";"2ª - 2 Estrellas";"";"HOSTAL ALBERO";"Plaza CARMELITAS 13 1 1º B";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923177163";"";"";"albero@gaiarooms.com";"GAIAROOMS.COM";"";"";"18";"-5,667577";"40,968875";"";
"37/000099";"Hostal";"1ª - 1 Estrella";"";"LA GRANJA";"NUESTRA SEÑORA, 2";"37300";"Salamanca";"Peñaranda de Bracamonte";"PEÑARANDA DE BRACAMONTE";"PEÑARANDA DE BRACAMONTE";"923540196";"";"";"hostal@lagranjafigon.e.telefonica.net";"";"";"";"28";"";"";"";
"37/000100";"Hotel";"3ª - 3 Estrellas";"";"BALNEARIO DE LEDESMA";"Calle BAÑOS DE LEDESMA";"37115";"Salamanca";"Vega de Tirados";"VEGA DE TIRADOS";"VEGA DE TIRADOS";"923149100";"";"";"bal@balnearioledesma.com";"www.balnearioledesma.com";"";"";"491";"-5,899399";"41,069941";"Si";
"37/000102";"Hostal Residencia";"2ª - 2 Estrellas";"";"BLAZQUEZ SANCHEZ C.B.";"Travesía SANTA ANA 6";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"923402400";"654334103";"";"hostalblazquez@gmail.com";"www.hostalblazquez.com";"";"";"66";"";"";"Si";
"37/000105";"Hostal";"1ª - 1 Estrella";"";"EL NUEVO PARAISO";"CTRA. MADRID, 35";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"SANTA MARTA DE TORMES";"923200008";"";"";"hostalelnuevoparaiso@gmail.com";"";"";"";"29";"";"";"";
"37/000106";"Hotel";"1ª - 1 estrella";"";"ARAGON";"Calle C/ PINZONES, 2";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923233129";"923233129";"";"reservas@hotelaragonsalamanca.com";"www.hotelaragonsalamanca.com";"";"";"36";"-5,6579667";"40,9717444";"Si";
"37/000111";"Pensión";"Categoría única";"";"SANCTI-SPIRITUS";"Plaza MAYOR 3";"37470";"Salamanca";"Sancti-Spíritus";"SANCTI-SPIRITUS";"SANCTI-SPIRITUS";"6592244061";"";"";"";"";"";"";"12";"";"";"Si";
"37/000115";"Hostal";"1ª - 1 Estrella";"";"HERMANOS MARTIN";"PZA. CONSTITUCION, 3";"37481";"Salamanca";"Fuentes de Oñoro";"FUENTES DE OÑORO";"FUENTES DE OÑORO";"923473067";"";"";"";"";"";"";"27";"-6,821478";"40,604962";"";
"37/000116";"Hostal Residencia";"2ª - 2 Estrellas";"";"BARCELONA";"Paseo DE SAN VICENTE 24  1";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923264528";"646140348";"";"silmoshostalbarcelona@gmail.com";"www.hostalbarcelona.es";"";"";"63";"";"";"";
"37/000119";"Pensión";"Categoría única";"";"HERNANDEZ";"Calle TABLADO 3";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"ALBERCA (LA)";"923415039";"";"";"";"";"";"";"9";"";"";"";
"37/000120";"Hotel";"3ª - 3 Estrellas";"";"CONDE RODRIGO";"Plaza PZA. SAN SALVADOR, 9 7";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923461404";"";"";"info@conderodrigo.com";"www.conderodrigouno.com";"";"";"62";"";"";"Si";
"37/000121";"Hotel Residencia";"2ª - 2 Estrellas";"";"HOTEL CASTELLANO CENTRO";"Calle PEDRO MENDOZA 36  BAJO";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923016510";"";"";"reservascastellanocentro@gmail.com";"WWW.HOTELCASTELLANOCENTRO.COM";"";"";"55";"-5,654484";"40,971682";"";
"37/000123";"Hostal";"2ª - 2 Estrellas";"";"PORTAL DE LA ARMUÑA";"Carretera N-620 BURGOS-PORTUGAL KM 222,5";"37427";"Salamanca";"Pedrosillo el Ralo";"PEDROSILLO EL RALO";"PEDROSILLO EL RALO";"629392923";"";"";"emimodo@msn.com";"";"";"";"24";"";"";"";
"37/000125";"Hotel Residencia";"1ª - 1 Estrella";"";"GRAN VIA";"Calle LA ROSA 4";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923215401";"";"";"pantaleonhost@gmail.com";"";"";"";"80";"";"";"";
"37/000126";"Hostal";"1ª - 1 Estrella";"";"ALAYKA";"C/ SALAS POMBO, 76";"37181";"Salamanca";"Calvarrasa de Abajo";"CALVARRASA DE ABAJO";"CALVARRASA DE ABAJO";"923306089";"";"";"";"";"";"";"16";"";"";"";
"37/000129";"Pensión";"Categoría única";"";"LA NENA";"Calle CARMELITAS, 19";"37100";"Salamanca";"Ledesma";"LEDESMA";"LEDESMA";"923/570241";"923/570165";"";"";"";"";"";"8";"";"";"";
"37/000132";"Hostal Residencia";"1ª - 1 Estrella";"";"EL QUIJOTE";"AVDA. SALAMANCA, 13";"37210";"Salamanca";"Vitigudino";"VITIGUDINO";"VITIGUDINO";"626260876";"";"";"hquijoteviti@hotmail.com";"";"";"";"30";"";"";"";
"37/000133";"Hostal Residencia";"1ª - 1 Estrella";"";"TREBOL";"Calle PIZARRO, 1";"37800";"Salamanca";"Alba de Tormes";"ALBA DE TORMES";"ALBA DE TORMES";"923300089";"";"";"";"";"";"";"11";"";"";"";
"37/000135";"Hostal";"1ª - 1 Estrella";"";"EL BLANCO";"Carretera  BURGOS-PORTUGAL, KM. 327";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923462142";"618514203";"";"rteelblanco@hotmail.com";"";"";"";"12";"";"";"";
"37/000136";"Hotel";"2ª - 2 Estrellas";"";"ALAMEDA";"AVDA. JUAN PABLO II, 39";"37800";"Salamanca";"Alba de Tormes";"ALBA DE TORMES";"ALBA DE TORMES";"923300031";"";"";"juanpedro@htalameda.com";"www.hotelrestaurantealameda.com";"";"";"69";"";"";"";
"37/000137";"Hostal";"1ª - 1 Estrella";"";"JOSE CARLOS";"CTRA. SALAMANCA-BEJAR, P.K.397";"37777";"Salamanca";"Cabeza de Béjar (La)";"CABEZA DE BEJAR (LA)";"CABEZA DE BEJAR (LA)";"923151717";"923151715";"";"";"";"";"";"30";"";"";"";
"37/000138";"Hotel Residencia";"1ª - 1 Estrella";"";"REYES CATOLICOS";"PASEO DE LA ESTACION, 32-38";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923241064";"";"";"reservas@hotelreyescatolicossalamanca.com";"www.hotelreyescatolicossalamanca";"";"";"62";"-5,654975";"40,969567";"";
"37/000139";"Pensión";"Categoría única";"";"TITO";"TEJEDORES, 19";"37400";"Salamanca";"Cantalapiedra";"CANTALAPIEDRA";"CANTALAPIEDRA";"923530288";"6164956676";"";"";"";"";"";"13";"";"";"";
"37/000141";"Pensión";"Categoría única";"";"LA PACHECA";"CTRA. VALLADOLID, KM.214";"37428";"Salamanca";"Pajares de la Laguna";"PAJARES DE LA LAGUNA";"PAJARES DE LA LAGUNA";"923/350507";"";"";"";"";"";"";"7";"";"";"";
"37/000144";"Hotel Residencia";"3ª - 3 Estrellas";"";"GRAN HOTEL CASTELLANO CENTRO";"Calle SAN FRANCISCO JAVIER 2-4";"37003";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"655864999";"";"";"granhotelcastellano@gmail.com";"";"";"";"135";"-5,656734";"40,966549";"";
"37/000146";"Hostal";"1ª - 1 Estrella";"";"EL PASAJE";"Calle LAS ERAS, S/N";"37710";"Salamanca";"Candelario";"CANDELARIO";"CANDELARIO";"923413210";"636883370";"";"";"www.edicionesweb.com/hostalpasaje";"";"";"26";"-5,74463";"40,369641";"";
"37/000147";"Hostal";"2ª - 2 Estrellas";"";"SAN MARCOS";"Carretera CTRA. SALAMANCA-CORIA, S/N";"37656";"Salamanca";"Cepeda";"CEPEDA";"CEPEDA";"923432232";"923432490";"";"";"";"";"";"13";"";"";"";
"37/000151";"Hotel Residencia";"2ª - 2 Estrellas";"";"CANALEJAS";"C/ PADILLA, 1-5";"37003";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923261081";"630033101";"";"residenciacanalejas2002@hotmail.com";"";"";"";"19";"";"";"";
"37/000152";"Hostal Residencia";"2ª - 2 Estrellas";"";"GOYA SUITES";"Paseo PASEO CARMELITAS, 58, 1º";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923267886";"923270161";"";"info@hostalgoyasalamanca.com";"www.hostalgoyasalamanca.com";"";"";"29";"";"";"";
"37/000153";"Pensión";"Categoría única";"";"CAMBRONERO";"CANAL, 11";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923481403";"";"";"";"";"";"";"10";"";"";"";
"37/000154";"Hostal Residencia";"2ª - 2 Estrellas";"";"HISPANICO";"Avenida AVDA. ITALIA, 21";"37007";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923 226286";"";"";"info@hostalhispanico.com";"www.hostalhispanico.com";"";"";"17";"";"";"";
"37/000155";"Hotel Residencia";"1ª - 1 Estrella";"";"CORONA DE CASTILLA";"CARRETERA DE ZAMORA KM. 3";"37184";"Salamanca";"Villares de la Reina";"VILLARES DE LA REINA";"VILLARES DE LA REINA";"923255411";"923255851";"";"info@hcoronadecastilla.es";"www.hcoronadecastilla.es";"";"";"50";"-5,6658663";"40,99424";"";
"37/000156";"Hostal";"2ª - 2 Estrellas";"";"CAROLINA";"ERMITA, 4";"37427";"Salamanca";"Pedrosillo el Ralo";"PEDROSILLO EL RALO";"PEDROSILLO EL RALO";"923354907";"";"";"";"";"";"";"46";"";"";"";
"37/000157";"Pensión";"Categoría única";"";"LA LIEBRE";"PERDON, 5";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923190585";"";"";"";"";"";"";"13";"-5,673231";"40,955112";"";
"37/000159";"Hostal";"1ª - 1 Estrella";"";"EL FINAL";"PEÑA DE FRANCIA, 53";"37620";"Salamanca";"Cabaco (El)";"CABACO (EL)";"CABACO (EL)";"923/454095";"";"";"";"";"";"";"16";"";"";"";
"37/000161";"Hostal";"2ª - 2 Estrellas";"";"LOS ALAMOS";"Carretera BEJAR-VITIGUDINO, KM. 40,6";"37650";"Salamanca";"Sequeros";"SEQUEROS";"SEQUEROS";"923437522";"";"";"";"";"";"";"32";"";"";"";
"37/000164";"Pensión";"Categoría única";"";"VIRGINIA";"PASEO DE LA ESTACION, 109-115 ESC. D-1º IZDA.";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923/241016";"923/228751";"";"";"";"";"";"6";"-5,649364";"40,972327";"";
"37/000168";"Pensión";"Categoría única";"";"CHANITO";"Calle LAS ERAS, S/N";"37657";"Salamanca";"Sotoserrano";"SOTOSERRANO";"SOTOSERRANO";"923/422147";"";"";"";"";"";"";"5";"";"";"";
"37/000169";"Hotel";"2ª - 2 Estrellas";"";"COMPLEJO TURISTICO LA RAD";"CTRA. N-620, KM. 251-URB. LA RAD";"37449";"Salamanca";"Galindo y Perahuy";"GALINDO Y PERAHUY";"GALINDO Y PERAHUY";"923342186";"";"";"info@hotel-larad.com";"www.hotel-larad.com";"";"";"46";"";"";"";
"37/000170";"Pensión";"Categoría única";"";"EL RUBIO";"Calle VENTORRO DE FRESNEDOSO, S/N";"37775";"Salamanca";"Fresnedoso";"FRESNEDOSO";"FRESNEDOSO";"923413619";"";"";"";"";"";"";"11";"";"";"";
"37/000171";"Hotel Residencia";"2ª - 2 Estrellas";"";"TORRES";"Calle SAN MARCOS, 3";"37770";"Salamanca";"Guijuelo";"GUIJUELO";"GUIJUELO";"923581451";"";"";"info@hotel-torres.es";"www.hotel-torres.es";"";"";"66";"";"";"";
"37/000175";"Hostal";"2ª - 2 Estrellas";"";"EL CASTILLO";"CTRA. MOGARRAZ, S/N";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"ALBERCA (LA)";"923415001";"";"";"info@hostalelcastillo.com";"www.hostalelcastillo.com";"";"";"17";"-6,1076014";"40,4887526";"";
"37/000178";"Hotel Residencia";"2ª - 2 Estrellas";"";"AMEFA";"Calle POZO AMARILLO, 18-20";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923218189";"";"";"reservas@hotelamefa.com";"";"";"";"59";"";"";"";
"37/000182";"Hotel";"3ª - 3 Estrellas";"";"BALNEARIO DE RETORTILLO";"CTRA. VITIGUDINO, KM. 30";"37495";"Salamanca";"Retortillo";"RETORTILLO";"RETORTILLO";"923450411";"923450412";"";"direccion@balnearioretortillo.com";"www.balnearioretortillo.com";"";"";"280";"-6,41388";"40,797027";"Si";
"37/000183";"Hostal Residencia";"2ª - 2 Estrellas";"";"ARGENTINO";"Travesía RECREO, S/N";"37700";"Salamanca";"Béjar";"BEJAR";"BEJAR";"923402364";"";"";"";"";"";"";"26";"-5,751669";"40,389233";"";
"37/000188";"Hostal";"1ª - 1 Estrella";"";"MIROBRIGA";"VICENTE ALEXANDRE, 31";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923480224";"923461651";"";"hostalmirobriga@eresmas.com";"www.hostalmirobriga.com";"";"";"12";"-6,524057";"40,6033497";"";
"37/000189";"Hotel";"4ª - 4 Estrellas";"";"CONDE RODRIGO II";"Calle HUERTA LAS VIÑAS, S/N";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923480448";"";"";"info@conderodrigo.com";"www.conderodrigo.com";"";"";"88";"";"";"Si";
"37/000190";"Hotel";"3ª - 3 Estrellas";"";"MOZARBEZ SALAMANCA";"Carretera CTRA. NACIONAL 630, KM. 352";"37796";"Salamanca";"Mozárbez";"MOZARBEZ";"MOZARBEZ";"923308291";"";"";"recepcion@hotelmozarbez.com";"www.hotelmozarbez.com";"";"";"58";"";"";"Si";
"37/000193";"Hotel";"2ª - 2 Estrellas";"";"EL CRUCE";"CTRA. TAMAMES, S/N";"37200";"Salamanca";"Fuente de San Esteban (La)";"FUENTE DE SAN ESTEBAN (LA)";"FUENTE DE SAN ESTEBAN (LA)";"923440135";"";"";"";"";"";"";"13";"-6,244351";"40,791636";"";
"37/000198";"Pensión";"Categoría única";"";"LA VILLARINA";"Calle ARROYO 4";"37470";"Salamanca";"Sancti-Spíritus";"SANCTI-SPIRITUS";"SANCTI-SPIRITUS";"923484038";"";"";"";"";"";"";"7";"";"";"";
"37/000199";"Pensión";"Categoría única";"";"SANTA MARTA II";"Calle BAJADA DEL RIO, 24-2º B";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"SANTA MARTA DE TORMES";"923200069";"";"";"";"";"";"";"8";"";"";"";
"37/000201";"Pensión";"Categoría única";"";"ABACA ISABEL";"PZA. BARCELONA, 24-25-6º-5";"37004";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923249254";"923228751";"651788214";"info@pensionisabel.com";"";"";"";"11";"-5,670017";"40,964817";"";
"37/000202";"Hostal Residencia";"2ª - 2 Estrellas";"";"LAS FLORES";"BAJADA DEL RIO, 18-20";"37900";"Salamanca";"Santa Marta de Tormes";"SANTA MARTA DE TORMES";"";"923 130767";"";"";"reservas@hostallasflores.com";"www.hostallasflores.com";"";"";"24";"";"";"";
"37/000203";"Hotel Residencia";"5ª - 5 Estrellas";"";"RECTOR";"Paseo RECTOR ESPERABÉ 10";"37008";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923218482";"";"";"info@hotelrector.com";"www.hotelrector.com";"";"";"29";"";"";"";
"37/000204";"Hotel Residencia";"3ª - 3 Estrellas";"";"HOTEL HELMANTICO";"Carretera CTRA. N-630, KM. 1.SALAMANCA-ZAMORA";"37184";"Salamanca";"Villares de la Reina";"VILLARES DE LA REINA";"VILLARES DE LA REINA";"923221220";"";"";"contacto@hotelhelmantico.com";"";"";"";"105";"";"";"";
"37/000206";"Hotel Residencia";"1ª - 1 Estrella";"";"LE PETIT HOTEL GIRARDI";"RONDA DE SANCTI-SPIRITUS, 39";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923 600774";"923 600773";"";"";"www.lepetithotel.net";"";"";"30";"";"";"Si";
"37/000207";"Hostal Residencia";"2ª - 2 Estrellas";"";"CUZCO";"Calle OBISPO BARBADO VIEJO, 2-4";"37001";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923265745";"";"";"info@hostalcuzcosalamanca.com";"www.hostalcuzco.net";"";"";"30";"";"";"";
"37/000208";"Pensión";"Categoría única";"";"ROBLES";"Plaza MAYOR,  20- 2º";"37002";"Salamanca";"Salamanca";"SALAMANCA";"SALAMANCA";"923/213197";"";"";"";"";"";"";"16";"";"";"";
"37/000209";"Hostal Residencia";"2ª - 2 Estrellas";"";"YOANNA";"REINO DE LEON, 12";"37500";"Salamanca";"Ciudad Rodrigo";"CIUDAD RODRIGO";"CIUDAD RODRIGO";"923481252";"";"";"";"";"";"";"29";"";"";"";
